21856,32.866486,-117.218,0,0,1295,0,0,356,-0.05,-0.11,0.93
21896,32.866486,-117.218,0,0,1298,0,0,356,-0.1,-0.07,0.95
21934,32.866486,-117.218,0,0,1298,0,0,356,-0.04,-0.07,0.96
21974,32.866486,-117.218,0,0,1294,0,0,356,-0.04,-0.01,0.93
22011,32.866486,-117.218,0,0,1295,0,0,356,-0.05,-0.02,0.93
22050,32.866486,-117.218,0,0,1295,0,0,356,-0.09,-0.02,0.91
22091,32.866486,-117.218,0,0,1296,0,0,356,-0.14,-0.31,1.02
22131,32.866486,-117.218,0,0,1296,0,0,356,-0.06,-0.04,0.92
22176,32.866486,-117.218,0,0,1304,0,0,356,-0.05,-0.1,0.92
22210,32.866486,-117.218,0,0,1306,0,0,356,-0.07,-0.11,0.93
22252,32.866486,-117.218,0,0,1306,0,0,356,-0.05,-0.1,0.92
22292,32.866486,-117.218,0,0,1296,0,0,356,-0.07,-0.07,0.9
22330,32.866486,-117.218,0,0,1296,0,0,356,-0.04,-0.11,0.9
22372,32.866486,-117.218,0,0,1294,0,0,356,-0.04,-0.1,0.96
22411,32.866486,-117.218,0,0,1298,0,0,356,-0.04,-0.11,0.93
22468,32.866486,-117.218,0,0,1296,0,0,356,-0.05,-0.11,0.93
